Date,Description,Original Description,Category,Amount,Status
2024-08-30,"WENDYS 96 4880 E BROML   BRIGHTON     CO","WENDYS 96 4880 E BROML   BRIGHTON     CO",Category Pending,-18.95,Posted
2024-08-29,"SAFEWAY FUEL1635         FEDERAL HEIGHCO","SAFEWAY FUEL1635         FEDERAL HEIGHCO",Category Pending,-81.54,Posted
2024-08-29,"TACO BELL 036552         BRIGHTON     CO","TACO BELL 036552         BRIGHTON     CO",Category Pending,-56.30,Posted
2024-08-28,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,862.08,Posted
2024-08-27,"DEN PUBLIC PARKING       DENVER       CO","DEN PUBLIC PARKING       DENVER       CO",Category Pending,-120.00,Posted
2024-08-27,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-50.00,Posted
2024-08-27,"CURB LV TAXI NELLIS      QUEENS       NY","CURB LV TAXI NELLIS      QUEENS       NY",Category Pending,-28.91,Posted
2024-08-27,"PORT OF SUBS 0039        LAS VEGAS    NV","PORT OF SUBS 0039        LAS VEGAS    NV",Category Pending,-22.20,Posted
2024-08-26,"ROOTS LV                 LAS VEGAS    NV","ROOTS LV                 LAS VEGAS    NV",Category Pending,-265.50,Posted
2024-08-26,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-50.00,Posted
2024-08-26,"DEN SAY SI BON           DENVER       CO","DEN SAY SI BON           DENVER       CO",Category Pending,-30.96,Posted
2024-08-26,"MGM GRAND-CASINO EXPRES  LAS VEGAS    NV","MGM GRAND-CASINO EXPRES  LAS VEGAS    NV",Category Pending,-8.69,Posted
2024-08-23,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-13.97,Posted
2024-08-23,"USAA FUNDS TRANSFER CR","USAA FUNDS TRANSFER CR",Category Pending,10.00,Posted
2024-08-22,"CAPITAL ONE      MOBILE PMT ***********YWFA","CAPITAL ONE      MOBILE PMT ***********YWFA",Category Pending,-41.18,Posted
2024-08-22,"THORN DRONE ALS          BRIGHTON     CO","THORN DRONE ALS          BRIGHTON     CO",Category Pending,-153.00,Posted
2024-08-22,"KING SOOPERS #0736 FUEL  BRIGHTON     CO","KING SOOPERS #0736 FUEL  BRIGHTON     CO",Category Pending,-80.87,Posted
2024-08-22,"KING SOOPERS #0701 FUEL QTHORNTON     CO","KING SOOPERS #0701 FUEL QTHORNTON     CO",Category Pending,-5.30,Posted
2024-08-22,"ATM REBATE","ATM REBATE",Category Pending,3.00,Posted
2024-08-21,"AUTOZONE  04362          BRIGHTON     CO","AUTOZONE  04362          BRIGHTON     CO",Category Pending,-57.48,Posted
2024-08-21,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-50.00,Posted
2024-08-21,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,999.95,Posted
2024-08-20,"INTEREST PAID","INTEREST PAID",Category Pending,0.01,Posted
2024-08-20,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-60.00,Posted
2024-08-19,"GRUBHUBOUTBACKSTEAKHO    GRUBHUB.COM  NY","GRUBHUBOUTBACKSTEAKHO    GRUBHUB.COM  NY",Category Pending,-102.64,Posted
2024-08-19,"MURPHY EXPRESS           BROOMFIELD   CO","MURPHY EXPRESS           BROOMFIELD   CO",Category Pending,-80.38,Posted
2024-08-19,"AMAZON MKTPL*RU8Z01P60   Amzn.com/billWA","AMAZON MKTPL*RU8Z01P60   Amzn.com/billWA",Category Pending,-71.77,Posted
2024-08-19,"WAL-MART #0905           LONGMONT     CO","WAL-MART #0905           LONGMONT     CO",Category Pending,-59.30,Posted
2024-08-19,"CYCLE GEAR- 174          THORNTON     CO","CYCLE GEAR- 174          THORNTON     CO",Category Pending,-37.30,Posted
2024-08-19,"AUTOZONE  5068           NORTHGLENN   CO","AUTOZONE  5068           NORTHGLENN   CO",Category Pending,-25.00,Posted
2024-08-19,"HARBOR FREIGHT TOOLS 69  BRIGHTON     CO","HARBOR FREIGHT TOOLS 69  BRIGHTON     CO",Category Pending,-21.69,Posted
2024-08-19,"AUTOZONE  0819           BRIGHTON     CO","AUTOZONE  0819           BRIGHTON     CO",Category Pending,-16.46,Posted
2024-08-19,"ARBYS 8684               NORTHGLENN   CO","ARBYS 8684               NORTHGLENN   CO",Category Pending,-16.29,Posted
2024-08-19,"USAA FUNDS TRANSFER CR","USAA FUNDS TRANSFER CR",Category Pending,75.00,Posted
2024-08-16,"BLITZ PAINTBALL          DACONO       CO","BLITZ PAINTBALL          DACONO       CO",Category Pending,-81.84,Posted
2024-08-16,"BLITZ PAINTBALL          DACONO       CO","BLITZ PAINTBALL          DACONO       CO",Category Pending,-66.08,Posted
2024-08-16,"PANDORA*INTERNET RADIO   PDORA.COM/BILCA","PANDORA*INTERNET RADIO   PDORA.COM/BILCA",Category Pending,-6.16,Posted
2024-08-15,"DISCOVER         E-PAYMENT  ***********2205","DISCOVER         E-PAYMENT  ***********2205",Category Pending,-35.00,Posted
2024-08-15,"CAPITAL ONE      MOBILE PMT ***********E8PY","CAPITAL ONE      MOBILE PMT ***********E8PY",Category Pending,-25.00,Posted
2024-08-15,"3OH3 SMOKES AND VAPES    DENVER       CO","3OH3 SMOKES AND VAPES    DENVER       CO",Category Pending,-39.14,Posted
2024-08-14,"AMAZON.COM               SEATTLE      WA","AMAZON.COM               SEATTLE      WA",Category Pending,-787.39,Posted
2024-08-14,"Amazon Prime*RU5FB6432   Amzn.com/billWA","Amazon Prime*RU5FB6432   Amzn.com/billWA",Category Pending,-7.97,Posted
2024-08-14,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,584.94,Posted
2024-08-13,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-50.00,Posted
2024-08-13,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-50.00,Posted
2024-08-13,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-38.48,Posted
2024-08-13,"KING SOOPERS #0136       BRIGHTON     CO","KING SOOPERS #0136       BRIGHTON     CO",Category Pending,-38.42,Posted
2024-08-13,"KING SOOPERS #0136       BRIGHTON     CO","KING SOOPERS #0136       BRIGHTON     CO",Category Pending,-1.82,Posted
2024-08-12,"Zelle: Clayton","Zelle: Clayton",Category Pending,-250.00,Posted
2024-08-12,"SQ *SMOKE AND VAPE 144T  Westminster  CO","SQ *SMOKE AND VAPE 144T  Westminster  CO",Category Pending,-146.07,Posted
2024-08-12,"KING SOOP 100 N. 50TH    BRIGHTON     CO","KING SOOP 100 N. 50TH    BRIGHTON     CO",Category Pending,-23.56,Posted
2024-08-12,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-14.60,Posted
2024-08-07,"7-ELEVEN                 Frederick    CO","7-ELEVEN                 Frederick    CO",Category Pending,-58.03,Posted
2024-08-07,"7-ELEVEN                 Frederick    CO","7-ELEVEN                 Frederick    CO",Category Pending,-7.64,Posted
2024-08-07,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,790.32,Posted
2024-08-06,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-50.00,Posted
2024-08-06,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-40.00,Posted
2024-08-06,"KING SOOP 10351 N. FED   WESTMINSTER  CO","KING SOOP 10351 N. FED   WESTMINSTER  CO",Category Pending,-14.42,Posted
2024-08-05,"O'REILLY 6175            BRIGHTON     CO","O'REILLY 6175            BRIGHTON     CO",Category Pending,-97.61,Posted
2024-08-05,"7-ELEVEN                 Frederick    CO","7-ELEVEN                 Frederick    CO",Category Pending,-69.04,Posted
2024-08-05,"BURGER KING #21599       ERIE         CO","BURGER KING #21599       ERIE         CO",Category Pending,-19.77,Posted
2024-08-05,"TARGET T- 2171 Prairie   Brighton     CO","TARGET T- 2171 Prairie   Brighton     CO",Category Pending,-17.54,Posted
2024-08-05,"BURGER KING #21599       ERIE         CO","BURGER KING #21599       ERIE         CO",Category Pending,-15.84,Posted
2024-08-05,"BAHAMA BUCKS'S CO1207    WESTMINSTER  CO","BAHAMA BUCKS'S CO1207    WESTMINSTER  CO",Category Pending,-8.98,Posted
2024-08-05,"MURPHY EXPRESS           BROOMFIELD   CO","MURPHY EXPRESS           BROOMFIELD   CO",Category Pending,-2.15,Posted
2024-08-01,"KING SOOP 100 N. 50TH    BRIGHTON     CO","KING SOOP 100 N. 50TH    BRIGHTON     CO",Category Pending,-49.55,Posted
2024-08-01,"SPORT CLIPS - CO130 - H  LONGMONT     CO","SPORT CLIPS - CO130 - H  LONGMONT     CO",Category Pending,-34.00,Posted
2024-08-01,"SQ *RED STAR VAPOR-LONG  Longmont     CO","SQ *RED STAR VAPOR-LONG  Longmont     CO",Category Pending,-29.34,Posted
2024-08-01,"ARBYS 8549               THORNTON     CO","ARBYS 8549               THORNTON     CO",Category Pending,-27.68,Posted
2024-07-31,"SSD LLC   2              Longmont     CO","SSD LLC   2              Longmont     CO",Category Pending,-103.00,Posted
2024-07-31,"WAL-MART #0905           LONGMONT     CO","WAL-MART #0905           LONGMONT     CO",Category Pending,-22.97,Posted
2024-07-31,"WENDY'S # 4101 E 136TH   THORNTON     CO","WENDY'S # 4101 E 136TH   THORNTON     CO",Category Pending,-15.18,Posted
2024-07-31,"WENDYS 9650              BRIGHTON     CO","WENDYS 9650              BRIGHTON     CO",Category Pending,-4.33,Posted
2024-07-31,"ATM REBATE","ATM REBATE",Category Pending,1.00,Posted
2024-07-31,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,710.66,Posted
2024-07-30,"KING SOOPERS #07 13632   THORNTON     CO","KING SOOPERS #07 13632   THORNTON     CO",Category Pending,-87.20,Posted
2024-07-30,"THORN DRONE ALS          BRIGHTON     CO","THORN DRONE ALS          BRIGHTON     CO",Category Pending,-73.00,Posted
2024-07-30,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-50.00,Posted
2024-07-30,"VAPE WORLD & TOBACCO     BRIGHTON     CO","VAPE WORLD & TOBACCO     BRIGHTON     CO",Category Pending,-48.78,Posted
2024-07-30,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-20.00,Posted
2024-07-30,"WENDYS 5309              BRIGHTON     CO","WENDYS 5309              BRIGHTON     CO",Category Pending,-3.90,Posted
2024-07-30,"ATM REBATE","ATM REBATE",Category Pending,3.00,Posted
2024-07-29,"KING SOOPERS FUE 7040 E  THORNTON     CO","KING SOOPERS FUE 7040 E  THORNTON     CO",Category Pending,-69.00,Posted
2024-07-29,"O'REILLY 6175            BRIGHTON     CO","O'REILLY 6175            BRIGHTON     CO",Category Pending,-40.64,Posted
2024-07-29,"KING SOOP 100 N. 50TH    BRIGHTON     CO","KING SOOP 100 N. 50TH    BRIGHTON     CO",Category Pending,-34.64,Posted
2024-07-29,"WENDYS 96 4880 E BROML   BRIGHTON     CO","WENDYS 96 4880 E BROML   BRIGHTON     CO",Category Pending,-26.42,Posted
2024-07-29,"CHICK-FIL-A #02061       THORNTON     CO","CHICK-FIL-A #02061       THORNTON     CO",Category Pending,-24.98,Posted
2024-07-29,"ARBYS 8549               THORNTON     CO","ARBYS 8549               THORNTON     CO",Category Pending,-18.39,Posted
2024-07-29,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-14.60,Posted
2024-07-29,"MCDONALD'S F39644        BRIGHTON     CO","MCDONALD'S F39644        BRIGHTON     CO",Category Pending,-10.94,Posted
2024-07-29,"KING SOOPERS #01 100 N.  BRIGHTON     CO","KING SOOPERS #01 100 N.  BRIGHTON     CO",Category Pending,-4.30,Posted
2024-07-26,"VAPOR UPRISING           COLORADO SPRICO","VAPOR UPRISING           COLORADO SPRICO",Category Pending,-216.76,Posted
2024-07-26,"FEDERAL HEIGHTS          DENVER       CO","FEDERAL HEIGHTS          DENVER       CO",Category Pending,-43.00,Posted
2024-07-26,"THORN DRONE ALS          BRIGHTON     CO","THORN DRONE ALS          BRIGHTON     CO",Category Pending,-43.00,Posted
2024-07-26,"ATM REBATE","ATM REBATE",Category Pending,3.00,Posted
2024-07-26,"ATM REBATE","ATM REBATE",Category Pending,3.00,Posted
2024-07-25,"Cinemark                 Plano        TX","Cinemark                 Plano        TX",Category Pending,-43.96,Posted
2024-07-25,"FANDANGO                 FANDANGO.COM CA","FANDANGO                 FANDANGO.COM CA",Category Pending,-29.88,Posted
2024-07-24,"7-ELEVEN                 Frederick    CO","7-ELEVEN                 Frederick    CO",Category Pending,-72.26,Posted
2024-07-24,"DD DOORDASH DAIRYQUEE    855-973-1040 CA","DD DOORDASH DAIRYQUEE    855-973-1040 CA",Category Pending,-31.54,Posted
2024-07-24,"VAPE WORLD & TOBACCO     BRIGHTON     CO","VAPE WORLD & TOBACCO     BRIGHTON     CO",Category Pending,-21.69,Posted
2024-07-24,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,712.76,Posted
2024-07-24,"DEPOSIT@MOBILE","DEPOSIT@MOBILE",Category Pending,100.00,Posted
2024-07-23,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-50.00,Posted
2024-07-23,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-20.00,Posted
2024-07-23,"Zelle: Debbie Edwards","Zelle: Debbie Edwards",Category Pending,150.00,Posted
2024-07-23,"Zelle: Debbie Edwards","Zelle: Debbie Edwards",Category Pending,100.00,Posted
2024-07-23,"Zelle: Debbie Edwards","Zelle: Debbie Edwards",Category Pending,50.00,Posted
2024-07-22,"LONGMONT TRUCKSTOP       LONGMONT     CO","LONGMONT TRUCKSTOP       LONGMONT     CO",Category Pending,-78.21,Posted
2024-07-22,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-70.00,Posted
2024-07-22,"TACO BELL 036552         BRIGHTON     CO","TACO BELL 036552         BRIGHTON     CO",Category Pending,-37.78,Posted
2024-07-22,"IN-N-OUT THORNTON        THORNTON     CO","IN-N-OUT THORNTON        THORNTON     CO",Category Pending,-21.35,Posted
2024-07-22,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-14.60,Posted
2024-07-18,"CIRCLE K # 06787 5500    FREDERICK    CO","CIRCLE K # 06787 5500    FREDERICK    CO",Category Pending,-19.33,Posted
2024-07-18,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-13.97,Posted
2024-07-17,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-62.70,Posted
2024-07-17,"VAPE WORLD & TOBACCO     BRIGHTON     CO","VAPE WORLD & TOBACCO     BRIGHTON     CO",Category Pending,-32.54,Posted
2024-07-17,"SSD LLC   1              Longmont     CO","SSD LLC   1              Longmont     CO",Category Pending,-23.00,Posted
2024-07-17,"CHICK-FIL-A #834         DENVER       CO","CHICK-FIL-A #834         DENVER       CO",Category Pending,-21.13,Posted
2024-07-17,"CHICK-FIL-A #834         DENVER       CO","CHICK-FIL-A #834         DENVER       CO",Category Pending,-6.51,Posted
2024-07-17,"ATM REBATE","ATM REBATE",Category Pending,3.00,Posted
2024-07-17,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,818.53,Posted
2024-07-16,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-50.00,Posted
2024-07-16,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-40.00,Posted
2024-07-16,"SANTIAGOS MEXICAN RESTA  BRIGHTON     CO","SANTIAGOS MEXICAN RESTA  BRIGHTON     CO",Category Pending,-20.69,Posted
2024-07-16,"PANDORA*INTERNET RADIO   PDORA.COM/BILCA","PANDORA*INTERNET RADIO   PDORA.COM/BILCA",Category Pending,-6.16,Posted
2024-07-15,"Zelle: Clayton","Zelle: Clayton",Category Pending,-450.00,Posted
2024-07-15,"KING SOOPERS #07 5191 E  BRIGHTON     CO","KING SOOPERS #07 5191 E  BRIGHTON     CO",Category Pending,-78.79,Posted
2024-07-15,"KING SOOP 100 N. 50TH    BRIGHTON     CO","KING SOOP 100 N. 50TH    BRIGHTON     CO",Category Pending,-26.36,Posted
2024-07-15,"THE ORIGINAL CHUBBYS     WESTMINSTER  CO","THE ORIGINAL CHUBBYS     WESTMINSTER  CO",Category Pending,-21.29,Posted
2024-07-15,"NOODLES & CO 122         WESTMINSTER  CO","NOODLES & CO 122         WESTMINSTER  CO",Category Pending,-11.40,Posted
2024-07-15,"Amazon Prime*RY83Y4SY1   Amzn.com/billWA","Amazon Prime*RY83Y4SY1   Amzn.com/billWA",Category Pending,-7.97,Posted
2024-07-12,"DISCOVER         E-PAYMENT  ***********2205","DISCOVER         E-PAYMENT  ***********2205",Category Pending,-50.00,Posted
2024-07-12,"CAPITAL ONE      MOBILE PMT ***********7RFQ","CAPITAL ONE      MOBILE PMT ***********7RFQ",Category Pending,-50.00,Posted
2024-07-12,"Zelle: Clayton","Zelle: Clayton",Category Pending,-50.00,Posted
2024-07-12,"WENDYS 96 4880 E BROML   BRIGHTON     CO","WENDYS 96 4880 E BROML   BRIGHTON     CO",Category Pending,-39.45,Posted
2024-07-12,"SANTIAGOS MEXICAN RE     FORT LUPTON  CO","SANTIAGOS MEXICAN RE     FORT LUPTON  CO",Category Pending,-6.73,Posted
2024-07-12,"SQ *RED STAR VAPOR-LONG  Longmont     CO","SQ *RED STAR VAPOR-LONG  Longmont     CO",Category Pending,-5.43,Posted
2024-07-11,"MASS PUFF LLC            THORNTON     CO","MASS PUFF LLC            THORNTON     CO",Category Pending,-114.77,Posted
2024-07-11,"SONIC DRIVE IN #6674     ERIE         CO","SONIC DRIVE IN #6674     ERIE         CO",Category Pending,-18.88,Posted
2024-07-10,"7-ELEVEN                 Frederick    CO","7-ELEVEN                 Frederick    CO",Category Pending,-72.07,Posted
2024-07-10,"AUTOZONE  04362          BRIGHTON     CO","AUTOZONE  04362          BRIGHTON     CO",Category Pending,-43.39,Posted
2024-07-10,"WENDYS 96 4880 E BROML   BRIGHTON     CO","WENDYS 96 4880 E BROML   BRIGHTON     CO",Category Pending,-15.17,Posted
2024-07-10,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,872.16,Posted
2024-07-09,"SONIC DRIVE IN #6674     ERIE         CO","SONIC DRIVE IN #6674     ERIE         CO",Category Pending,-20.38,Posted
2024-07-09,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-20.00,Posted
2024-07-08,"THE HOME DEPOT 1548      BROOMFIELD   CO","THE HOME DEPOT 1548      BROOMFIELD   CO",Category Pending,-199.64,Posted
2024-07-08,"TARGET T-2218            Longmont     CO","TARGET T-2218            Longmont     CO",Category Pending,-105.41,Posted
2024-07-08,"Zelle:  Brown","Zelle:  Brown",Category Pending,-100.00,Posted
2024-07-08,"7-ELEVEN                 Frederick    CO","7-ELEVEN                 Frederick    CO",Category Pending,-63.98,Posted
2024-07-08,"SSD LLC   1              Longmont     CO","SSD LLC   1              Longmont     CO",Category Pending,-63.00,Posted
2024-07-08,"KING SOOP 100 N. 50TH    BRIGHTON     CO","KING SOOP 100 N. 50TH    BRIGHTON     CO",Category Pending,-26.42,Posted
2024-07-08,"THE HOME DEPOT 1548      BROOMFIELD   CO","THE HOME DEPOT 1548      BROOMFIELD   CO",Category Pending,-21.53,Posted
2024-07-08,"KING SOOP 100 N. 50TH    BRIGHTON     CO","KING SOOP 100 N. 50TH    BRIGHTON     CO",Category Pending,-16.67,Posted
2024-07-08,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-14.60,Posted
2024-07-08,"Wal-Mart Super Center    LONGMONT     CO","Wal-Mart Super Center    LONGMONT     CO",Category Pending,-10.76,Posted
2024-07-08,"Wal-Mart Super Center    LONGMONT     CO","Wal-Mart Super Center    LONGMONT     CO",Category Pending,-3.19,Posted
2024-07-08,"TACO BELL 033370         LONGMONT     CO","TACO BELL 033370         LONGMONT     CO",Category Pending,-3.14,Posted
2024-07-08,"ATM REBATE","ATM REBATE",Category Pending,3.00,Posted
2024-07-05,"WENDYS 96 4880 E BROML   BRIGHTON     CO","WENDYS 96 4880 E BROML   BRIGHTON     CO",Category Pending,-18.63,Posted
2024-07-05,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-13.97,Posted
2024-07-05,"PY *ZIGGIS  FREDERICK 3  FREDERICK    CO","PY *ZIGGIS  FREDERICK 3  FREDERICK    CO",Category Pending,-7.93,Posted
2024-07-05,"WENDYS 9650              BRIGHTON     CO","WENDYS 9650              BRIGHTON     CO",Category Pending,-3.90,Posted
2024-07-03,"RAISING CANES 0490       LONGMONT     CO","RAISING CANES 0490       LONGMONT     CO",Category Pending,-24.31,Posted
2024-07-03,"WENDYS 96 4880 E BROML   BRIGHTON     CO","WENDYS 96 4880 E BROML   BRIGHTON     CO",Category Pending,-20.45,Posted
2024-07-03,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,670.64,Posted
2024-07-02,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-50.05,Posted
2024-07-02,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-20.00,Posted
2024-07-01,"THE HOME DEPOT 1547      BRIGHTON     CO","THE HOME DEPOT 1547      BRIGHTON     CO",Category Pending,-62.05,Posted
2024-07-01,"DD *DOORDASH WENDYS      WWW.DOORDASH.CA","DD *DOORDASH WENDYS      WWW.DOORDASH.CA",Category Pending,-47.15,Posted
2024-07-01,"KING SOOP 100 N. 50TH    BRIGHTON     CO","KING SOOP 100 N. 50TH    BRIGHTON     CO",Category Pending,-29.53,Posted
2024-07-01,"MCDONALD'S F39644        BRIGHTON     CO","MCDONALD'S F39644        BRIGHTON     CO",Category Pending,-15.70,Posted
2024-07-01,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-13.97,Posted
2024-07-01,"CASH APP*REDLINE MILITI  800-9691940  CA","CASH APP*REDLINE MILITI  800-9691940  CA",Category Pending,-12.00,Posted
2024-06-28,"KING SOOPERS #07 5191 E  BRIGHTON     CO","KING SOOPERS #07 5191 E  BRIGHTON     CO",Category Pending,-79.37,Posted
2024-06-26,"CAPITAL ONE      MOBILE PMT ***********LKME","CAPITAL ONE      MOBILE PMT ***********LKME",Category Pending,-50.00,Posted
2024-06-26,"DISCOVER         E-PAYMENT  ***********2205","DISCOVER         E-PAYMENT  ***********2205",Category Pending,-50.00,Posted
2024-06-26,"WENDYS 96 4880 E BROML   BRIGHTON     CO","WENDYS 96 4880 E BROML   BRIGHTON     CO",Category Pending,-21.82,Posted
2024-06-26,"TACO BELL 033370         LONGMONT     CO","TACO BELL 033370         LONGMONT     CO",Category Pending,-8.78,Posted
2024-06-26,"WENDYS 9650              BRIGHTON     CO","WENDYS 9650              BRIGHTON     CO",Category Pending,-4.33,Posted
2024-06-26,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,689.54,Posted
2024-06-25,"THE VAPE VAULT LLC       LONGMONT     CO","THE VAPE VAULT LLC       LONGMONT     CO",Category Pending,-144.57,Posted
2024-06-25,"SSD LLC   1              Longmont     CO","SSD LLC   1              Longmont     CO",Category Pending,-63.00,Posted
2024-06-25,"SONIC DRIVE IN #6878     THORNTON     CO","SONIC DRIVE IN #6878     THORNTON     CO",Category Pending,-30.34,Posted
2024-06-25,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-20.00,Posted
2024-06-25,"SANTIAGOS MEXICAN RESTA  NORTHGLENN   CO","SANTIAGOS MEXICAN RESTA  NORTHGLENN   CO",Category Pending,-7.83,Posted
2024-06-25,"ATM REBATE","ATM REBATE",Category Pending,3.00,Posted
2024-06-24,"TACO BELL 036552         BRIGHTON     CO","TACO BELL 036552         BRIGHTON     CO",Category Pending,-14.40,Posted
2024-06-24,"WENDYS 96 4880 E BROML   BRIGHTON     CO","WENDYS 96 4880 E BROML   BRIGHTON     CO",Category Pending,-12.95,Posted
2024-06-24,"TACO BELL 23306          THORNTON     CO","TACO BELL 23306          THORNTON     CO",Category Pending,-6.27,Posted
2024-06-21,"KING SOOPERS #07 5191 E  BRIGHTON     CO","KING SOOPERS #07 5191 E  BRIGHTON     CO",Category Pending,-61.86,Posted
2024-06-21,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-13.97,Posted
2024-06-20,"THE VAPE VAULT LLC       LONGMONT     CO","THE VAPE VAULT LLC       LONGMONT     CO",Category Pending,-125.57,Posted
2024-06-20,"HARBOR FREIGHT TOOLS 70  LONGMONT     CO","HARBOR FREIGHT TOOLS 70  LONGMONT     CO",Category Pending,-65.17,Posted
2024-06-20,"DD DOORDASH POPEYESLO    855-973-1040 CA","DD DOORDASH POPEYESLO    855-973-1040 CA",Category Pending,-30.43,Posted
2024-06-20,"DD DOORDASH JACKINTHE    855-973-1040 CA","DD DOORDASH JACKINTHE    855-973-1040 CA",Category Pending,-27.24,Posted
2024-06-20,"WENDYS 96 4880 E BROML   BRIGHTON     CO","WENDYS 96 4880 E BROML   BRIGHTON     CO",Category Pending,-19.06,Posted
2024-06-20,"WENDYS 96 4880 E BROML   BRIGHTON     CO","WENDYS 96 4880 E BROML   BRIGHTON     CO",Category Pending,-11.27,Posted
2024-06-20,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,717.16,Posted
2024-06-18,"SSD LLC   1              Longmont     CO","SSD LLC   1              Longmont     CO",Category Pending,-103.00,Posted
2024-06-18,"COLOR ME MINE WESTMINST  303-4699337  CO","COLOR ME MINE WESTMINST  303-4699337  CO",Category Pending,-68.23,Posted
2024-06-18,"LAZY DOG RESTAURANT 25   WESTMINSTER  CO","LAZY DOG RESTAURANT 25   WESTMINSTER  CO",Category Pending,-62.34,Posted
2024-06-18,"FANDANGO                 FANDANGO.COM CA","FANDANGO                 FANDANGO.COM CA",Category Pending,-35.26,Posted
2024-06-18,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-20.00,Posted
2024-06-18,"FREDDY'S  2250 MAIN ST   LONGMONT     CO","FREDDY'S  2250 MAIN ST   LONGMONT     CO",Category Pending,-19.22,Posted
2024-06-18,"USPS PO 07217801 650 GL  DACONO       CO","USPS PO 07217801 650 GL  DACONO       CO",Category Pending,-12.05,Posted
2024-06-18,"ATM REBATE","ATM REBATE",Category Pending,3.00,Posted
2024-06-17,"KING SOOPERS #07 5191 E  BRIGHTON     CO","KING SOOPERS #07 5191 E  BRIGHTON     CO",Category Pending,-68.06,Posted
2024-06-17,"Wal-Mart Super Center    LONGMONT     CO","Wal-Mart Super Center    LONGMONT     CO",Category Pending,-64.04,Posted
